"task","repeat_id","fold_id","model","t_end","baseline_accuracy","sulfur_accuracy","paired_difference","k_use"
"HEME_vs_CONTROL",15,3,"BinomialLasso",10,0.908350305498982,0.916496945010183,0.00814663951120165,9
"HEME_vs_CONTROL",15,3,"Mahalanobis",10,0.918533604887984,0.916496945010183,-0.00203665987780044,9
"HEME_vs_CONTROL",15,4,"RF",10,0.93469387755102,0.938775510204082,0.00408163265306127,8
"HEME_vs_CONTROL",15,4,"BinomialLasso",10,0.9,0.891836734693878,-0.00816326530612244,8
"HEME_vs_CONTROL",15,4,"Mahalanobis",10,0.863265306122449,0.851020408163265,-0.0122448979591837,8
"HEME_vs_CONTROL",15,5,"RF",10,0.938775510204082,0.938775510204082,0,9
"HEME_vs_CONTROL",15,5,"BinomialLasso",10,0.891836734693878,0.9,0.00816326530612244,9
"HEME_vs_CONTROL",15,5,"Mahalanobis",10,0.9,0.897959183673469,-0.00204081632653064,9
"HEME_vs_CONTROL",16,1,"RF",10,0.934959349593496,0.941056910569106,0.00609756097560976,8
"HEME_vs_CONTROL",16,1,"BinomialLasso",10,0.900406504065041,0.90650406504065,0.00609756097560976,8
"HEME_vs_CONTROL",16,1,"Mahalanobis",10,0.886178861788618,0.890243902439024,0.00406504065040647,8
"HEME_vs_CONTROL",16,2,"RF",10,0.934959349593496,0.943089430894309,0.00813008130081305,8
"HEME_vs_CONTROL",16,2,"BinomialLasso",10,0.896341463414634,0.900406504065041,0.00406504065040647,8
"HEME_vs_CONTROL",16,2,"Mahalanobis",10,0.892276422764228,0.894308943089431,0.00203252032520318,8
"HEME_vs_CONTROL",16,3,"RF",10,0.928716904276986,0.930753564154786,0.00203665987780044,9
"HEME_vs_CONTROL",16,3,"BinomialLasso",10,0.896130346232179,0.89816700610998,0.00203665987780044,9
"HEME_vs_CONTROL",16,3,"Mahalanobis",10,0.887983706720978,0.887983706720978,0,9
"HEME_vs_CONTROL",16,4,"RF",10,0.928571428571429,0.926530612244898,-0.00204081632653064,9
"HEME_vs_CONTROL",16,4,"BinomialLasso",10,0.889795918367347,0.891836734693878,0.00204081632653064,9
"HEME_vs_CONTROL",16,4,"Mahalanobis",10,0.879591836734694,0.877551020408163,-0.00204081632653064,9
"HEME_vs_CONTROL",16,5,"RF",10,0.944897959183673,0.944897959183673,0,9
"HEME_vs_CONTROL",16,5,"BinomialLasso",10,0.920408163265306,0.924489795918367,0.00408163265306116,9
"HEME_vs_CONTROL",16,5,"Mahalanobis",10,0.895918367346939,0.893877551020408,-0.00204081632653064,9
"HEME_vs_CONTROL",17,1,"RF",10,0.953252032520325,0.949186991869919,-0.00406504065040647,8
"HEME_vs_CONTROL",17,1,"BinomialLasso",10,0.926829268292683,0.922764227642276,-0.00406504065040658,8
"HEME_vs_CONTROL",17,1,"Mahalanobis",10,0.914634146341463,0.91869918699187,0.00406504065040647,8
"HEME_vs_CONTROL",17,2,"RF",10,0.932926829268293,0.93089430894309,-0.00203252032520329,9
"HEME_vs_CONTROL",17,2,"BinomialLasso",10,0.871951219512195,0.882113821138211,0.0101626016260162,9
"HEME_vs_CONTROL",17,2,"Mahalanobis",10,0.855691056910569,0.853658536585366,-0.00203252032520329,9
"HEME_vs_CONTROL",17,3,"RF",10,0.930753564154786,0.926680244399185,-0.00407331975560088,8
"HEME_vs_CONTROL",17,3,"BinomialLasso",10,0.89816700610998,0.89816700610998,0,8
"HEME_vs_CONTROL",17,3,"Mahalanobis",10,0.877800407331976,0.873727087576375,-0.00407331975560077,8
"HEME_vs_CONTROL",17,4,"RF",10,0.922448979591837,0.926530612244898,0.00408163265306127,8
"HEME_vs_CONTROL",17,4,"BinomialLasso",10,0.891836734693878,0.893877551020408,0.00204081632653053,8
"HEME_vs_CONTROL",17,4,"Mahalanobis",10,0.881632653061225,0.881632653061225,0,8
"HEME_vs_CONTROL",17,5,"RF",10,0.936734693877551,0.93469387755102,-0.00204081632653064,9
"HEME_vs_CONTROL",17,5,"BinomialLasso",10,0.895918367346939,0.906122448979592,0.0102040816326531,9
"HEME_vs_CONTROL",17,5,"Mahalanobis",10,0.885714285714286,0.883673469387755,-0.00204081632653053,9
"HEME_vs_CONTROL",18,1,"RF",10,0.920731707317073,0.91869918699187,-0.00203252032520329,8
"HEME_vs_CONTROL",18,1,"BinomialLasso",10,0.890243902439024,0.894308943089431,0.00406504065040647,8
"HEME_vs_CONTROL",18,1,"Mahalanobis",10,0.869918699186992,0.878048780487805,0.00813008130081305,8
"HEME_vs_CONTROL",18,2,"RF",10,0.936991869918699,0.936991869918699,0,9
"HEME_vs_CONTROL",18,2,"BinomialLasso",10,0.904471544715447,0.900406504065041,-0.00406504065040647,9
"HEME_vs_CONTROL",18,2,"Mahalanobis",10,0.890243902439024,0.892276422764228,0.00203252032520329,9
"HEME_vs_CONTROL",18,3,"RF",10,0.918533604887984,0.922606924643585,0.00407331975560077,8
"HEME_vs_CONTROL",18,3,"BinomialLasso",10,0.861507128309572,0.871690427698574,0.010183299389002,8
"HEME_vs_CONTROL",18,3,"Mahalanobis",10,0.883910386965377,0.881873727087576,-0.00203665987780044,8
"HEME_vs_CONTROL",18,4,"RF",10,0.944897959183673,0.942857142857143,-0.00204081632653064,9
"HEME_vs_CONTROL",18,4,"BinomialLasso",10,0.910204081632653,0.920408163265306,0.0102040816326531,9
"HEME_vs_CONTROL",18,4,"Mahalanobis",10,0.908163265306122,0.908163265306122,0,9
"HEME_vs_CONTROL",18,5,"RF",10,0.936734693877551,0.936734693877551,0,9
"HEME_vs_CONTROL",18,5,"BinomialLasso",10,0.912244897959184,0.908163265306122,-0.00408163265306116,9
"HEME_vs_CONTROL",18,5,"Mahalanobis",10,0.9,0.904081632653061,0.00408163265306116,9
"HEME_vs_CONTROL",19,1,"RF",10,0.945121951219512,0.939024390243902,-0.00609756097560976,9
"HEME_vs_CONTROL",19,1,"BinomialLasso",10,0.892276422764228,0.892276422764228,0,9
"HEME_vs_CONTROL",19,1,"Mahalanobis",10,0.900406504065041,0.900406504065041,0,9
"HEME_vs_CONTROL",19,2,"RF",10,0.928861788617886,0.926829268292683,-0.00203252032520318,8
"HEME_vs_CONTROL",19,2,"BinomialLasso",10,0.888211382113821,0.898373983739837,0.0101626016260162,8
"HEME_vs_CONTROL",19,2,"Mahalanobis",10,0.876016260162602,0.882113821138211,0.00609756097560976,8
"HEME_vs_CONTROL",19,3,"RF",10,0.920570264765784,0.922606924643585,0.00203665987780044,8
"HEME_vs_CONTROL",19,3,"BinomialLasso",10,0.883910386965377,0.881873727087576,-0.00203665987780044,8
"HEME_vs_CONTROL",19,3,"Mahalanobis",10,0.857433808553971,0.859470468431772,0.00203665987780044,8
"HEME_vs_CONTROL",19,4,"RF",10,0.930612244897959,0.930612244897959,0,9
"HEME_vs_CONTROL",19,4,"BinomialLasso",10,0.893877551020408,0.897959183673469,0.00408163265306127,9
"HEME_vs_CONTROL",19,4,"Mahalanobis",10,0.885714285714286,0.885714285714286,0,9
"HEME_vs_CONTROL",19,5,"RF",10,0.961224489795918,0.961224489795918,0,9
"HEME_vs_CONTROL",19,5,"BinomialLasso",10,0.918367346938776,0.926530612244898,0.00816326530612244,9
"HEME_vs_CONTROL",19,5,"Mahalanobis",10,0.908163265306122,0.910204081632653,0.00204081632653064,9
"HEME_vs_CONTROL",20,1,"RF",10,0.947154471544715,0.947154471544715,0,8
"HEME_vs_CONTROL",20,1,"BinomialLasso",10,0.898373983739837,0.902439024390244,0.00406504065040658,8
"HEME_vs_CONTROL",20,1,"Mahalanobis",10,0.884146341463415,0.886178861788618,0.00203252032520329,8
"HEME_vs_CONTROL",20,2,"RF",10,0.939024390243902,0.941056910569106,0.00203252032520329,9
"HEME_vs_CONTROL",20,2,"BinomialLasso",10,0.91260162601626,0.916666666666667,0.00406504065040647,9
"HEME_vs_CONTROL",20,2,"Mahalanobis",10,0.904471544715447,0.904471544715447,0,9
"HEME_vs_CONTROL",20,3,"RF",10,0.936863543788187,0.930753564154786,-0.00610997963340121,9
"HEME_vs_CONTROL",20,3,"BinomialLasso",10,0.906313645621181,0.908350305498982,0.00203665987780044,9
"HEME_vs_CONTROL",20,3,"Mahalanobis",10,0.869653767820774,0.879837067209776,0.010183299389002,9
"HEME_vs_CONTROL",20,4,"RF",10,0.924489795918367,0.926530612244898,0.00204081632653064,8
"HEME_vs_CONTROL",20,4,"BinomialLasso",10,0.883673469387755,0.887755102040816,0.00408163265306116,8
"HEME_vs_CONTROL",20,4,"Mahalanobis",10,0.887755102040816,0.889795918367347,0.00204081632653064,8
"HEME_vs_CONTROL",20,5,"RF",10,0.942857142857143,0.946938775510204,0.00408163265306127,9
"HEME_vs_CONTROL",20,5,"BinomialLasso",10,0.875510204081633,0.879591836734694,0.00408163265306127,9
"HEME_vs_CONTROL",20,5,"Mahalanobis",10,0.881632653061225,0.883673469387755,0.00204081632653064,9
